Key,English,Finnish
UI_SHOP_QUICK_SELL_TOTAL,Total:,Total:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,Uncommon & Lower
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,Rare & Lower
UI_SHOP_QUICK_SELL_FOOD,Food,Food
UI_SHOP_QUICK_SELL_POTION,Potion,Potion
UI_SHOP_BACK_TITLE,Buy back item,Buy back item
UI_SHOP_BACK_CONFIRM,Do you want to purchase back the item for %s penya?,Do you want to purchase back the item for %s penya?
UI_TOOLTIP_BOWRANGE,Bow Range,Bow Range
UI_TOOLTIP_SKILLUP,Skill Damage,Skill Damage
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,1v1 Skill Damage
UI_TOOLTIP_HEALUP,Healing,Healing
UI_TOOLTIP_SKILLRANGE,Skill Range,Skill Range
UI_MAP_MENU,Menu,Menu
UI_MAP_MENU_TIP,Hide/Show the menu,Hide/Show the menu
UI_TOOLTIP_RESTOREUP,HP Restoration,HP Restoration
UI_OPTION_FRAMERATE,FPS,FPS
UI_OPTION_FRAMERATE_TIP,Frames Per Second,Frames Per Second
UI_OPTION_FRAMERATE_SYNC,VSync,VSync
UI_WORLD_FLY_EQUIP,Fly,Fly
UI_WORLD_FLY_UNEQUIP,Land,Land
UI_WORLD_PARTY,Party x%d,Party x%d
UI_WORLD_BUFF,Buff x%d,Buff x%d
UI_QUESTGOAL_MOBILE,Quest,Tehtävä
UI_INPUT_NUMBER,Input a number,Input a number
UI_SKILL_CLOSED,Closed,Closed
UI_SKILL_POINT_COST,Point Cost,Point Cost
UI_SKILL_ADD_COMBO,Add to Combo,Add to Combo
UI_SKILL_COMBO,Combo Bar,Combo Bar
UI_CASHSHOP_PENYA_ONLY,Penya Only,Penya Only
UI_CASHSHOP_PENYA,Penya,Penya
UI_CASHSHOP_PENYA_VIP,Penya (VIP),Penya (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,This item #bcannot be traded or sold#nb.
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,This purchase is #bnot an item#nb.
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,Critical Resist
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,PvP Damage Reduction
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,PvE Damage Reduction
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,Magic Resistance
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,PvP Damage
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,PvE Damage
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,Asalraalaikum Damage
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,Number of lives: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff,Cancel Buff
UI_BUFF_REMOVE_QUESTION,Do you confirm the removal of the Buff #b%s#nb? It is not possible to undo this action.,Do you confirm the removal of the Buff #b%s#nb? It is not possible to undo this action.
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PVP),Reflected Damage: %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PVP),Stun Probability (PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PVE),Stun Probability (PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,Poison Probability
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,Steal HP Probability
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,Steal MP Probability
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,Steal FP Probability
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,Bleeding Probability
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,Party Members HP
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,DoT Tick: %s Seconds
UI_TOOLTIP_MAXHIT,Max Targets: %d,Max Targets: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PVP),Max Targets: %d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop,Shop
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop,Open a Personal Shop
UI_PRIVATE_SHOP_VENDOR,Vendor,Vendor
UI_PRIVATE_SHOP_VENDOR_TIP,Create a Vendor that will sell your items for you,Create a Vendor that will sell your items for you
UI_PRIVATE_SHOP_VENDOR_OPEN,Will you create a vendor?,Will you create a vendor?
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:,Vendor Shop Skin:
UI_TIMEINFO_TITLE,Info,Info
UI_TIMEINFO_SERVER,Current Server,Current Server
UI_TIMEINFO_TIME,Current Time,Current Time
UI_TIMEINFO_CONNECTION,Connection Time,Connection Time
UI_TIMEINFO_SESSION,Session Duration,Session Duration
UI_CHAT_TITLE,Chat,Chat
UI_CHAT_FILTERS,Filters,Filters
UI_CHAT_VIEW_LANGUAGES,View Languages,View Languages
UI_CHAT_YOUR_LANGUAGE,Your Language,Your Language
UI_INVENTORY_CONVERT_SOULLINK,Convert soul link,Convert soul link
UI_INVENTORY_PUTCHAT,Link in Chat,Link in Chat
UI_INVENTORY_LOCK,Mark Favorite,Mark Favorite
UI_INVENTORY_UNLOCK,Unmark Favorite,Unmark Favorite
UI_APP_EXTRABAG_TIP,Opens a second view of your inventory.,Opens a second view of your inventory.
UI_INVENTORY_TAB_ALL,All,All
UI_INVENTORY_TAB_GENERAL,General,Yleinen
UI_INVENTORY_TAB_PET,Pet,Pet
UI_INVENTORY_TAB_CLOTH,Cloth,Cloth
UI_INVENTORY_TAB_QUEST,Quest,Tehtävä
UI_INVENTORY_DROP,Drop,Drop
UI_INVENTORY_DELETE_BTN,Delete,Delete
UI_INVENTORY_ACTION_USE,Use,Use
UI_INVENTORY_ACTION_EQUIP,Equip,Equip
UI_TOOLTIP_UNSELLABLE,Cannot be sold to NPC.,Cannot be sold to NPC.
UI_UPGRADE_PROB,Success: #b%s#nb,Success: #b%s#nb
UI_OPTION_ADVANCEDSHADERS,Advanced Shaders,Advanced Shaders
UI_OPTION_BLOOM,Bloom,Bloom
UI_OPTION_DOF,Depth of Field,Depth of Field
UI_OPTION_SSAO,SSAO,SSAO
UI_OPTION_VLIGHT,Volumetric Light,Volumetric Light
UI_OPTION_WATERQUALITY,Water Quality,Water Quality
UI_OPTION_WATERQUALITY_TIP,Changes reflection quality and resolution.,Changes reflection quality and resolution.
UI_OPTION_BLOOMQUALITY,Bloom Quality,Bloom Quality
UI_OPTION_BLOOMQUALITY_TIP,Changes blur size and intensity of the bloom.,Changes blur size and intensity of the bloom.
UI_OPTION_COLORBLIND,Colorblind Mode,Colorblind Mode
UI_OPTION_COLORBLIND_TIP,Changes the colorblind filter mode.,Changes the colorblind filter mode.
UI_OPTION_CAMERAFOCUS,Camera Focus,Camera Focus
UI_OPTION_CAMERAFOCUSINFO,Toggles the automatic camera zoom and focus when interacting with objects and NPCs.,Toggles the automatic camera zoom and focus when interacting with objects and NPCs.
UI_MESSAGE_TIME,%s Ago,%s Ago
UI_MESSAGE_CLEAR,Clear messages,Clear messages
UI_INSTANTMSG_TITLE_TIP,Manage your Messages,Manage your Messages
UI_CHARINFO_PARAM_BEFORE,#b[Before Stat Changes]#nb,#b[Before Stat Changes]#nb
UI_CHARINFO_PARAM_AFTER,#b[After Stat Changes]#nb,#b[After Stat Changes]#nb
UI_CHARINFO_PARAM_BASE,From Stats:,From Stats:
UI_CHARINFO_PARAM_CUSTOM,From Buffs and Equipment:,From Buffs and Equipment:
UI_WORLD_COMBO,COMBO,COMBO
UI_BOUNTYINPUT_TITLE,Register Bounty,Register Bounty
UI_BOUNTYINPUT_HEADER,"Are you sure you want to register a bounty? (It will be visible in the bounty list, min. reward %s Penya)","Are you sure you want to register a bounty? (It will be visible in the bounty list, min. reward %s Penya)"
UI_BOUNTYINPUT_CONFIRM,Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? This cannot be undone.,Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? This cannot be undone.
UI_BOUNTYINPUT_REGISTER,Register,Register
UI_BOUNTYINPUT_FEE,+ %s%% Fee,+ %s%% Fee
UI_BOUNTYINPUT_TOTAL,%s Penya,%s Penya
UI_BOUNTYINPUT_LABEL_NAME,Bounty,Bounty
UI_BOUNTYINPUT_LABEL_DURATION,Duration,Kesto
UI_BOUNTYINPUT_LABEL_REWARD,Reward,Reward
UI_BOUNTYINPUT_LABEL_TOTAL,Total,Total
UI_BOUNTYINPUT_LABEL_COMMENT,Comment,Comment
UI_BOUNTYLIST_TITLE,Bounty List,Bounty List
UI_BOUNTYLIST_HEADER_NAME,Name,Name
UI_BOUNTYLIST_HEADER_LEVEL,Level,Level
UI_BOUNTYLIST_HEADER_REWARD,Reward,Reward
UI_BOUNTYLIST_HEADER_TIMELEFT,Time left,Time left
UI_BOUNTYLIST_HEADER_COMMENT,Comment,Comment
UI_BOUNTYPOS_TITLE,Bounty Position,Bounty Position
UI_BOUNTYPOS_FEE,Are you sure you want to pay %s Penya to see %s's position?,Are you sure you want to pay %s Penya to see %s's position?
UI_APP_GACHA_TIP,Displays the Gacha Menu.,Displays the Gacha Menu.
UI_GACHA_TITLE,Gacha,Gacha
UI_GACHA_OPEN,Open,Open
UI_GACHA_QUANTITY_MAX,Max,Max
UI_GACHA_RESET,Reset,Reset
UI_GACHA_DESC_EMPTY,"Drag and drop an item pack, a gift box, a gacha box or an housing pack in the item slot.","Drag and drop an item pack, a gift box, a gacha box or an housing pack in the item slot."
UI_GACHA_DESC_ITEMPACK,When opening the package you will receive #ball#nb items listed below. You can open several packages in a row.,When opening the package you will receive #ball#nb items listed below. You can open several packages in a row.
UI_GACHA_DESC_GIFTBOX,When opening the box you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.,When opening the box you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.
UI_GACHA_DESC_GACHA,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to get #ball#nb the items listed below. The gacha is then reinitialized.,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to get #ball#nb the items listed below. The gacha is then reinitialized.
UI_GACHA_DESC_RESET,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.
UI_GACHA_DESC_RESET_MAX,"If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d.","If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d."
UI_GACHA_DESC_GLOBAL,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. This box is shared between #ball the players#nb and the last one to open it gets the item below. The gacha is then reinitialized.,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. This box is shared between #ball the players#nb and the last one to open it gets the item below. The gacha is then reinitialized.
UI_GACHA_DESC_INFO,For more information please check our General Sales Conditions in the Cash Shop.,For more information please check our General Sales Conditions in the Cash Shop.
UI_GACHA_LASTITEM,Last item,Last item
UI_GACHA_PREVIEW,PREVIEW,PREVIEW
UI_GACHA_SOLDOUT,Sold out,Sold out
UI_WELCOME_MSG,Welcome to the world of		\nFlyff Online!,Welcome to the world of		\nFlyff Online!
UI_WELCOME_BTN,Let's go!,Let's go!
UI_TUTORIAL_MSG,Do you want the tutorial?,Do you want the tutorial?
UI_TOOLTIP_DST_INCOMINGDMG,Incoming Damage,Incoming Damage
UI_TOOLTIP_DST_DMGOFFLOADING,Damage Redirection,Damage Redirection
UI_TOOLTIP_DST_INCOMINGHEALING,Incoming Healing,Incoming Healing
UI_TOOLTIP_ELEMENT,Element: %s,Element: %s
UI_APP_BOT_TIP,Bot Simulation,Bot Simulation
UI_TOOLTIP_DST_EXP,Monster Exp,Monster Exp
UI_TOOLTIP_DST_ITEM_DROPRATE,Item Drop Rate,Item Drop Rate
UI_TOOLTIP_DST_AUTO_RECOVERY_FP,Auto Attack FP Recovery,Auto Attack FP Recovery
UI_TOOLTIP_DST_AUTOHP,HP Recovery %d%% Below %d%%,HP Recovery %d%% Below %d%%
UI_OPTION_MYNAME,My Name,My Name
UI_OPTION_OTHERNAME,Others Name,Others Name
UI_OPTION_NPCNAME,NPCs Name,NPCs Name
UI_TOOLTIP_DST_RECOVERY_EXP,Exp Lost,Exp Lost
UI_GUILD_NAME_COLOR,Guild Name Color,Guild Name Color
UI_TOOLTIP_DST_SPIRIT_STRIKE,Spirit Strike,Spirit Strike
UI_TOOLTIP_DST_STEAL_FP_DMG,Steal FP,Steal FP
UI_OPTION_PROVISIONAL_HP,HP Bar Damage History,HP Bar Damage History
UI_TOOLTIP_DST_SKILL_AWAKE,%s Damage+%d%%,%s Damage+%d%%
UI_LEVELDOWN_CANCEL_TITLE,Remove Level Reduction,Remove Level Reduction
UI_MSGBOX_CONFIRM,Confirm,Confirm
UI_CHANGECHAR_TITLE,Change Character,Change Character
UI_CHANGECHAR_MSG,Select character and channel:,Select character and channel:
UI_CHARINFO_EXPRATE,Exp Rate,Exp Rate
UI_CHARINFO_EXPRATE_TIP,Your personal Exp rate. Does not include server and event rates.,Your personal Exp rate. Does not include server and event rates.
UI_TOOLTIP_ITEM_BINDING,Binding,Binding
UI_TOOLTIP_ITEM_BINDING_DESC,This material makes the target item Soul-Bound.,This material makes the target item Soul-Bound.
UI_BINDING_NOTICE,#cffff0000This operation will bind the item to your character. You can cancel with a Scroll of Unbinding.#nc,#cffff0000This operation will bind the item to your character. You can cancel with a Scroll of Unbinding.#nc
UI_BINDING_MESSAGE,This item is now bound to your character.,This item is now bound to your character.
UI_TOOLTIP_ITEM_BOUND,[Soul-Bound],[Soul-Bound]
UI_TOOLTIP_ITEM_BOUND_DESC,Can be unbound.,Can be unbound.
UI_BINDING_TITLE,Binding,Binding
UI_BINDING_CONFIRM,Do you want to continue?,Do you want to continue?
UI_UNBINDING_TITLE,Unbinding,Unbinding
UI_UNBINDING_MSG_TITLE,Confirm Unbinding,Confirm Unbinding
UI_UNBINDING_MSG,Do you confirm the removal of #ball item improvements#nb to unbind the item?,Do you confirm the removal of #ball item improvements#nb to unbind the item?
UI_UNBINDING_LABEL,Place an item in the slot below:,Place an item in the slot below:
UI_ELEMENT_CHANGE_SLOT,Place an item here to change it's elemental attribute.,Place an item here to change it's elemental attribute.
UI_ELEMENT_CHANGE_TIP,Change to %s Element,Change to %s Element
UI_EXPSTOP_RELOAD,Reload,Reload
UI_EXPSTOP_BTN,Lock Exp,Lock Exp
UI_EXPSTOP_BTN_TIP,Stop gaining experience from killed monsters. You still get experience from quests.,Stop gaining experience from killed monsters. You still get experience from quests.
UI_EXPSTOP_RELOAD_TITLE,Exp Lock Reload,Exp Lock Reload
UI_EXPSTOP_RELOAD_MSG,"You can stop gaining experience, the price is #b%d Penya#nb per monster killed to reload the gauge. How many monsters do you want to kill?","You can stop gaining experience, the price is #b%d Penya#nb per monster killed to reload the gauge. How many monsters do you want to kill?"
UI_EXPSTOP_RELOAD_LABEL,Monsters:,Monsters:
UI_EXPSTOP_RELOAD_CONFIRM,Will you pay %s Penya to reload the Exp Lock gauge?,Will you pay %s Penya to reload the Exp Lock gauge?
UI_ARENA_RANKING_TITLE,Arena Ranking,Arena Ranking
UI_ARENA_RANKING_NAME,Name,Name
UI_ARENA_RANKING_LEVEL,Level,Level
UI_ARENA_RANKING_JOB,Job,Job
UI_ARENA_RANKING_KILLS,Kills,Kills
UI_ARENA_RANKING_DEATHS,Deaths,Deaths
UI_ARENA_RANKING_RATIO,Ratio,Ratio
UI_ARENA_RANKING_DIFF,Difference,Difference
UI_ARENA_RANKING_PERFECT,Perfect,Perfect
UI_ARENA_RANKING_LASTUPDATE,Last update:,Last update:
UI_ARENA_RANKING_RANK,Your rank:,Your rank:
UI_ARENA_RANKING_NORANK,not ranked,not ranked
UI_ARENA_REWARD_TITLE,Arena Reward,Arena Reward
UI_ARENA_REWARD_DESCHDR,Description,Description
UI_ARENA_REWARD_DESC,Fight other players in the arena and win in order to move up in the ranking.\nThe ranking will reset each week and the players at the top will earn rewards.,Fight other players in the arena and win in order to move up in the ranking.\nThe ranking will reset each week and the players at the top will earn rewards.
UI_ARENA_REWARD_PRIZEHDR,Prize Details,Prize Details
UI_ARENA_REWARD_RESETHDR,Next reset,Next reset
UI_PARTY_MINLEVEL,Min Level,Min Level
UI_PARTY_MINLEVEL_TIP,Minimum party member level required to receive experience.,Minimum party member level required to receive experience.
UI_PARTY_MINLEVEL_VAL_M,%d #i(Affected by master player)#ni,%d #i(Affected by master player)#ni
UI_PARTY_EXPBONUS,Exp Bonus,Exp Bonus
UI_PARTY_EXPBONUS_TIP,"Experience Bonus that you get with the Party. Active members are those who participate in the current combat. Contribution includes attacking, healing and tanking.","Experience Bonus that you get with the Party. Active members are those who participate in the current combat. Contribution includes attacking, healing and tanking."
UI_PARTY_EXPBONUS_ACTIVE,x Active,x Active
UI_TOOLTIP_BLESSING_WARNING,Blessed items cannot be dropped or traded.,Blessed items cannot be dropped or traded.
UI_TOOLTIP_BLESSING,Goddess Blessing,Goddess Blessing
UI_OPTION_ONECLICKATTACK,Single Click to Attack,Single Click to Attack
UI_GEM_CREATE,Extract,Extract
UI_COMBATPOWER_RANKING_TITLE,Combat Power Ranking,Combat Power Ranking
UI_ACHIEVEMENT_REMAINING,Remaining: %d / %d,Remaining: %d / %d
UI_ACHIEVEMENT_SOLDOUT,Sold out,Sold out
UI_SHININGDICE_UPGRADE,Power Dice 4/6/12,Power Dice 4/6/12
UI_SHININGDICE_PIERCING,Power Dice 8/10,Power Dice 8/10
UI_CRAFTPETCANDY_MAT,Harvested Berry,Harvested Berry
UI_CRAFTPETCANDY_CANDY,Pet Candy,Pet Candy
UI_SHININGDICE_BINDING,#cffff0000The resulting Shining Power Dice will be Binding as well.#nc,#cffff0000The resulting Shining Power Dice will be Binding as well.#nc
UI_TOOLTIP_DURATION,Duration:,Duration:
UI_TOOLTIP_DURATION_ONLINE,(Online),(Online)
UI_TOOLTIP_DURATION_OFFLINE,(Offline counted),(Offline counted)
UI_TOOLTIP_DURATION_EQUIP,(After first use),(After first use)
UI_TOOLTIP_DURATION_VENDOR,Shop Time:,Shop Time:
UI_TOOLTIP_VISUAL_CLOAK,Can be worn over another cloak.,Can be worn over another cloak.
UI_MESSAGE_ADMINCLIENT,Only Game Masters can login. Please use the public client to play.,Only Game Masters can login. Please use the public client to play.
UI_CONVERTWEAP_WEAPON,Weapon,Weapon
UI_CONVERTWEAP_WEAPON_TIP,Place a General Weapon in the window to upgrade it to a Unique Weapon.,Place a General Weapon in the window to upgrade it to a Unique Weapon.
UI_CONVERTWEAP_DICE,Shining Power Dice,Shining Power Dice
UI_CONVERTWEAP_DICE_TIP,You need to use a Shining Power Dice.,You need to use a Shining Power Dice.
UI_CONVERTWEAP_GEM,Jewel,Jewel
UI_CONVERTWEAP_GEM_TIP,Please use the correct Jewels.,Please use the correct Jewels.
UI_TRANSMUTE_TITLE,Wardrobe,Wardrobe
UI_TRANSMUTE_DESTROY,"This procedure will make your item account-linked, only removable with a Revert Transmutation Scroll. Are you sure you want to continue?","This procedure will make your item account-linked, only removable with a Revert Transmutation Scroll. Are you sure you want to continue?"
UI_TRANSMUTE_PRIMARY,Primary Item,Primary Item
UI_TRANSMUTE_HEADER,You have #b%d#nb Wardrobe items.,You have #b%d#nb Wardrobe items.
UI_TRANSMUTE_INFO,Add more items to your wardrobe by using \na #bScroll of Transmutation#nb on an item.,Add more items to your wardrobe by using \na #bScroll of Transmutation#nb on an item.
UI_TRANSMUTE_OUTPUT,Output,Output
UI_TRANSMUTE_PRIMARY_TIP,Place an item to add a visual transmutation to.,Place an item to add a visual transmutation to.
UI_TRANSMUTE_SACRIFICE_TIP,Place an item to sacrifice for the appearance.,Place an item to sacrifice for the appearance.
UI_TELEPORT_BTN,Let's go!,Let's go!
UI_TELEPORT_WHERE,Where do you want to go?,Where do you want to go?
UI_CASHSHOP_BONUS,Bonus,Bonus
UI_CASHSHOP_TOTAL,Total,Total
UI_CASHSHOP_FRAME_TITLE,Top-Up,Top-Up
UI_CASHSHOP_MINIMIZE,Minimize,Minimize
UI_GACHA_DESC_SELECT,Please select which item you want to receive and then press Open. You can only receive #bone item#nb.,Please select which item you want to receive and then press Open. You can only receive #bone item#nb.
UI_CASHSHOP_CASHBACK_DESC,#b[Server Group Purchase Event]#nb\nYou will get back a % of the fCoins spent on this product depending on how many products have been purchased on this server during the event period! Check our website for more information.,#b[Server Group Purchase Event]#nb\nYou will get back a % of the fCoins spent on this product depending on how many products have been purchased on this server during the event period! Check our website for more information.
UI_CASHSHOP_CASHBACK_CURRENT,Server Purchases: %d = #b%d%% fCoins Back#nb,Server Purchases: %d = #b%d%% fCoins Back#nb
UI_CASHSHOP_CASHBACK_STEP,%d purchases: %d%% fCoins Back,%d purchases: %d%% fCoins Back
UI_TOOLTIP_DST_BLEED_POISON_RESIST,Bleed & Poison Resist,Bleed & Poison Resist
UI_COMBATPOWER_RANKING_PRIZE,Highest ranked players per job will receive exclusive prizes! Check our website for more information.,Highest ranked players per job will receive exclusive prizes! Check our website for more information.
UI_GIANTHUNT_RANKING_TITLE,Giant Hunt Ranking,Giant Hunt Ranking
UI_GIANTHUNT_RANKING_PRIZE,Highest ranked players will receive exclusive prizes! Check our website for more information.\n\nYour hunting point: #b%d#nb,Highest ranked players will receive exclusive prizes! Check our website for more information.\n\nYour hunting point: #b%d#nb
UI_GIANTHUNT_RANKING_POS,(Top %d%%),(Top %d%%)
UI_GIANT_HUNT_POINT,Hunting point,Hunting point
UI_PURCHASE_EVENT_DESC,Receive rewards after spending specific #bfCoins#nb amount goals in the Cash Shop! Amount and rewards are counted per character.,Receive rewards after spending specific #bfCoins#nb amount goals in the Cash Shop! Amount and rewards are counted per character.
UI_PURCHASE_EVENT_TIME,End of the Event Period:,End of the Event Period:
UI_CASHSHOP_CURRENCY,fCoins,fCoins
UI_PURCHASE_EVENT_MEMBERS,Guild Members,Guild Members
UI_PURCHASE_EVENT_COMPLETED,This purchase event has been completed!,This purchase event has been completed!
UI_PURCHASE_EVENT_GUILD,#bAll Guild Members#nb receive rewards after some members spent specific #bfCoins#nb amount goals in the Cash Shop!,#bAll Guild Members#nb receive rewards after some members spent specific #bfCoins#nb amount goals in the Cash Shop!
UI_TOOLTIP_NEW_UPGRADE_EFFECT,This weapon has alternative upgrade effects.,This weapon has alternative upgrade effects.
UI_CAPTCHA_TITLE,Challenge,Challenge
UI_CAPTCHA_DESC,Please complete the following captcha. We use challenges to provide a fair game to all our players by preventing bots and cheats.,Please complete the following captcha. We use challenges to provide a fair game to all our players by preventing bots and cheats.
UI_OTP_TITLE,Two Factor Auth,Two Factor Auth
UI_OTP_MSG,Please enter the 6-digits code from your Two Factor Auth App.,Please enter the 6-digits code from your Two Factor Auth App.
UI_OTP_CODE,Code:,Code:
UI_CHARINFO_LINK,Link Account,Link Account
UI_KEEPTIMEEQUIP_CONFIRM,The item will be limited in time after the first use and cannot be traded anymore. Do you confirm?,The item will be limited in time after the first use and cannot be traded anymore. Do you confirm?
UI_TOOLTIP_PICKUPSPEED,Loot Speed:,Loot Speed:
